#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
              -11               6               1              HB  0.0002651  0.0002651  0.0002651  0.0002651   43102C06
              -11               6               2              HB  0.0005084  0.0005084  0.0005084  0.0005084   43202C06
              -11               6               3              HB  0.0005178  0.0005178  0.0005178  0.0005178   43302C06
              -11               6               4              HB  0.0004067  0.0004067  0.0004067  0.0004067   43402C06
              -12               6               1              HB  0.0003182  0.0003182  0.0003182  0.0003182   43103006
              -12               6               2              HB  0.0005480  0.0005480  0.0005480  0.0005480   43203006
              -12               6               3              HB  0.0005652  0.0005652  0.0005652  0.0005652   43303006
              -12               6               4              HB  0.0004399  0.0004399  0.0004399  0.0004399   43403006
              -13               6               1              HB  0.0002457  0.0002457  0.0002457  0.0002457   43103406
              -13               6               2              HB  0.0005478  0.0005478  0.0005478  0.0005478   43203406
              -13               6               3              HB  0.0005570  0.0005570  0.0005570  0.0005570   43303406
              -13               6               4              HB  0.0003754  0.0003754  0.0003754  0.0003754   43403406
              -14               6               1              HB  0.0003040  0.0003040  0.0003040  0.0003040   43103806
              -14               6               2              HB  0.0005057  0.0005057  0.0005057  0.0005057   43203806
              -14               6               3              HB  0.0004622  0.0004622  0.0004622  0.0004622   43303806
              -14               6               4              HB  0.0003278  0.0003278  0.0003278  0.0003278   43403806
              -15               6               1              HB  0.0002668  0.0002668  0.0002668  0.0002668   43103C06
