## file created 05.May.2015 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 42006292   0  16   b    3       7          4              0      HB     5    18      1
 42006092   0  16   b    3       7          4              1      HB     1    18      1
 42006492   0  16   b    3       7          4              2      HB     9    18      1
 42006511   0  16   b    3       7          5              0      HB    10    17      1
 42006311   0  16   b    3       7          5              1      HB     6    17      1
 42006111   0  16   b    3       7          5              2      HB     2    17      1
 42006411   0  16   b    3       7          6              0      HB     8    17      1
 42006211   0  16   b    3       7          6              1      HB     4    17      1
 42006611   0  16   b    3       7          6              2      HB    12    17      1
 42006512   0  16   b    3       7          7              0      HB    10    18      1
 42006312   0  16   b    3       7          7              1      HB     6    18      1
 42006112   0  16   b    3       7          7              2      HB     2    18      1
 42006412   0  16   b    3       7          8              0      HB     8    18      1
 42006212   0  16   b    3       7          8              1      HB     4    18      1
 42006612   0  16   b    3       7          8              2      HB    12    18      1
 4200A80F   0  17   t    3       8          1              0      HB    16    15      2
 4200A78F   0  17   t    3       8          1              1      HB    15    15      2
 4200670F   0  17   t    3       8          1              2      HB    14    15      1
 4200678F   0  17   t    3       8          2              0      HB    15    15      1
 4200668F   0  17   t    3       8          2              1      HB    13    15      1
 4200680F   0  17   t    3       8          2              2      HB    16    15      1
 4200A810   0  17   t    3       8          3              0      HB    16    16      2
 4200A790   0  17   t    3       8          3              1      HB    15    16      2
 42006710   0  17   t    3       8          3              2      HB    14    16      1
 42006790   0  17   t    3       8          4              0      HB    15    16      1
 42006690   0  17   t    3       8          4              1      HB    13    16      1
 42006810   0  17   t    3       8          4              2      HB    16    16      1
 4400688F   0  17   t    3       8          5              0      HE    17    15      1
 4400E80F   0  17   t    3       8          5              1      HE    16    15      3
 44006D0F   0  17   t    3       8          5              2      HE    26    15      1
 4400690F   0  17   t    3       8          6              0      HE    18    15      1
 4400A90F   0  17   t    3       8          6              1      HE    18    15      2
 4400AD0F   0  17   t    3       8          6              2      HE    26    15      2
 44006890   0  17   t    3       8          7              0      HE    17    16      1
 4400E810   0  17   t    3       8          7              1      HE    16    16      3
 44006C8F   0  17   t    3       8          7              2      HE    25    15      1
 44006910   0  17   t    3       8          8              0      HE    18    16      1
 4400A910   0  17   t    3       8          8              1      HE    18    16      2
 4400AC8F   0  17   t    3       8          8              2      HE    25    15      2
 4200A811   0  17   b    3       9          1              0      HB    16    17      2
 4200A791   0  17   b    3       9          1              1      HB    15    17      2
 42006711   0  17   b    3       9          1              2      HB    14    17      1
 42006791   0  17   b    3       9          2              0      HB    15    17      1
 42006691   0  17   b    3       9          2              1      HB    13    17      1
 42006811   0  17   b    3       9          2              2      HB    16    17      1
 4200A812   0  17   b    3       9          3              0      HB    16    18      2
 4200A792   0  17   b    3       9          3              1      HB    15    18      2
