   Wtype     ROC HalfROC     Seq  ROCpin  SiCell  TrLink  TrCell      iu      iv   trace       t
    MH-B       1       1      26      61     291       2       1      14      13    0.00       1
    MH-B       1       1      27      62     290       2       1      14      12    0.00       1
    MH-B       1       1      28      63     193       2       3      10      11    0.00       1
    MH-B       1       1      29      64     191       2       3      10       9    0.00       1
    MH-B       1       1      30      65     214       2       3      11       9    0.00       1
    MH-B       1       1      31      66     215       2       3      11      10    0.00       1
    MH-B       1       1      32      67     216       2       3      11      11    0.00       1
    MH-B       1       1      33      68     192       2       3      10      10    0.00       1
    MH-B       1       1      34      69      -1      -1      -1      -1      -1    0.00      -1
    MH-B       1       1      35      70      -1      -1      -1      -1      -1    0.00      -1
    MH-B       1       1      36      71      -1      -1      -1      -1      -1    0.00      -1
    MH-B       2       0       0       0     371       0       0      18      10    0.00       1
    MH-B       2       0       1       1     409       0       0      20      12    0.00       2
    MH-B       2       0       2       2     393       0       0      19      12    0.00       1
    MH-B       2       0       3       3     411       0       0      20      13    0.00       1
    MH-B       2       0       4       4     372       0       0      18      11    0.00       2
    MH-B       2       0       5       5     408       0       0      20      11    0.00       1
    MH-B       2       0       6       6     370       0       0      18       9    0.00       1
    MH-B       2       0       7       7     391       0       0      19      10    0.00       1
    MH-B       2       0       8       8     392       0       0      19      11    0.00       1
    MH-B       2       0       9       9     367       0       2      18       6    0.00       1
    MH-B       2       0      10      10     390       0       2      19       9    0.00       1
    MH-B       2       0      11      11     369       0       2      18       8    0.00       1
    MH-B       2       0      12      12     368       0       2      18       7    0.00       1
    MH-B       2       0      13      13     407       0       2      20      10    0.00       1
    MH-B       2       0      14      14     406       0       2      20       9    0.00       1
    MH-B       2       0      15      15     405       0       2      20       8    0.00       1
    MH-B       2       0      16      16     389       0       2      19       8    0.00       1
    MH-B       2       0      17      17     388       0       2      19       7    0.00       1
    MH-B       2       0      18  CALIB0     426      -1      -1      21      11    0.00       0
    MH-B       2       0      19      18     441       0       1      22      11    0.00       1
    MH-B       2       0      20      19     440       0       1      22      10    0.00       1
    MH-B       2       0      21      20     424       0       1      21      10    0.00       1
    MH-B       2       0      22      21     425       0       1      21      11    0.00       1
    MH-B       2       0      23      22     456       0       1      23      11    0.00       1
    MH-B       2       0      24      23     423       0       1      21       9    0.00       1
    MH-B       2       0      25      24     457       0       1      23      12    0.00       1
    MH-B       2       0      26      25     442       0       1      22      12    0.00       1
    MH-B       2       0      27      26     458       0       1      23      13    0.00       1
    MH-B       2       0      28      27     459       0       3      23      14    0.00       1
    MH-B       2       0      29      28     427       0       3      21      12    0.00       1
    MH-B       2       0      30      29     429       0       3      21      14    0.00       1
    MH-B       2       0      31      30     428       0       3      21      13    0.00       1
    MH-B       2       0      32      31     461       0       3      23      16    0.00       1
    MH-B       2       0      33      32     445       0       3      22      14    0.00       1
    MH-B       2       0      34      33     446       0       3      22      15    0.00       1
    MH-B       2       0      35      34     443       0       3      22      13    0.00       2
    MH-B       2       0      36      35     460       0       3      23      15    0.00       1
    MH-B       2       1       0      36     412       2       0      20      14    0.00       1
    MH-B       2       1       1      37     374       2       0      18      12    0.00       1
    MH-B       2       1       2      38     395       2       0      19      14    0.00       1
    MH-B       2       1       3      39     394       2       0      19      13    0.00       1
    MH-B       2       1       4      40     375       2       0      18      13    0.00       1
    MH-B       2       1       5      41     414       2       0      20      16    0.00       1
    MH-B       2       1       6      42     396       2       0      19      15    0.00       1
    MH-B       2       1       7      43     413       2       0      20      15    0.00       1
    MH-B       2       1       8      44     376       2       0      18      14    0.00       1
    MH-B       2       1       9      45     377       2       2      18      15    0.00       1
    MH-B       2       1      10      46     398       2       2      19      17    0.00       1
    MH-B       2       1      11      47     416       2       2      20      18    0.00       1
    MH-B       2       1      12      48     399       2       2      19      18    0.00       1
    MH-B       2       1      13      49     378       2       2      18      16    0.00       1
    MH-B       2       1      14      50     417       2       2      20      19    0.00       2
    MH-B       2       1      15      51     397       2       2      19      16    0.00       1
    MH-B       2       1      16      52     379       2       2      18      17    0.00       1
    MH-B       2       1      17      53     415       2       2      20      17    0.00       1
    MH-B       2       1      18  CALIB1     433      -1      -1      21      17    0.00       0
    MH-B       2       1      19      54     467       2       1      23      22    0.00       1
    MH-B       2       1      20      55     436       2       1      21      20    0.00       1
    MH-B       2       1      21      56     435       2       1      21      19    0.00       1
    MH-B       2       1      22      57     434       2       1      21      18    0.00       1
    MH-B       2       1      23      58     453       2       1      22      21    0.00       1
    MH-B       2       1      24      59     450       2       1      22      19    0.00       1
    MH-B       2       1      25      60     466       2       1      23      21    0.00       1
    MH-B       2       1      26      61     465       2       1      23      20    0.00       1
    MH-B       2       1      27      62     451       2       1      22      20    0.00       2
    MH-B       2       1      28      63     463       2       3      23      18    0.00       1
    MH-B       2       1      29      64     431       2       3      21      16    0.00       1
    MH-B       2       1      30      65     432       2       3      21      17    0.00       1
    MH-B       2       1      31      66     448       2       3      22      17    0.00       1
    MH-B       2       1      32      67     430       2       3      21      15    0.00       1
    MH-B       2       1      33      68     449       2       3      22      18    0.00       1
    MH-B       2       1      34      69     447       2       3      22      16    0.00       1
    MH-B       2       1      35      70     464       2       3      23      19    0.00       1
    MH-B       2       1      36      71     462       2       3      23      17    0.00       1
    MH-B       3       0       0       0     330       0       0      16       9    0.00       1
    MH-B       3       0       1       1     307       0       0      15       6    0.00       1
    MH-B       3       0       2       2     328       0       0      16       7    0.00       1
    MH-B       3       0       3       3     308       0       0      15       7    0.00       1
    MH-B       3       0       4       4     329       0       0      16       8    0.00       1
    MH-B       3       0       5       5     351       0       0      17       8    0.00       1
    MH-B       3       0       6       6     353       0       0      17      10    0.00       1
    MH-B       3       0       7       7     309       0       0      15       8    0.00       1
    MH-B       3       0       8       8     352       0       0      17       9    0.00       1
    MH-B       3       0       9       9     333       0       2      16      11    0.00       1
    MH-B       3       0      10      10     354       0       2      17      11    0.00       1
    MH-B       3       0      11      11     355       0       2      17      12    0.00       1
    MH-B       3       0      12      12     356       0       2      17      13    0.00       1
    MH-B       3       0      13      13     310       0       2      15       9    0.00       1
    MH-B       3       0      14      14     334       0       2      16      12    0.00       1
    MH-B       3       0      15      15     331       0       2      16      10    0.00       2
    MH-B       3       0      16      16     312       0       2      15      11    0.00       1
    MH-B       3       0      17      17     311       0       2      15      10    0.00       1
    MH-B       3       0      18  CALIB0     335      -1      -1      16      12    0.00       0
    MH-B       3       0      19      18     286       0       1      14       9    0.00       2
    MH-B       3       0      20      19     288       0       1      14      10    0.00       1
    MH-B       3       0      21      20     285       0       1      14       8    0.00       1
    MH-B       3       0      22      21     264       0       1      13       9    0.00       1
    MH-B       3       0      23      22     263       0       1      13       8    0.00       1
    MH-B       3       0      24      23     237       0       1      12       8    0.00       2
    MH-B       3       0      25      24     235       0       1      12       6    0.00       1
    MH-B       3       0      26      25     236       0       1      12       7    0.00       1
    MH-B       3       0      27      26     262       0       1      13       7    0.00       1
    MH-B       3       0      28      27     210       0       3      11       5    0.00       1
    MH-B       3       0      29      28     212       0       3      11       7    0.00       1
    MH-B       3       0      30      29     186       0       3      10       5    0.00       1
    MH-B       3       0      31      30     188       0       3      10       7    0.00       2
    MH-B       3       0      32      31     211       0       3      11       6    0.00       1
    MH-B       3       0      33      32     213       0       3      11       8    0.00       1
    MH-B       3       0      34      33     187       0       3      10       6    0.00       1
    MH-B       3       0      35      34     190       0       3      10       8    0.00       1
    MH-B       3       0      36      35     185       0       3      10       4    0.00       1
    MH-B       3       1       0      36     350       2       0      17       7    0.00       1
    MH-B       3       1       1      37     326       2       0      16       5    0.00       1
    MH-B       3       1       2      38     327       2       0      16       6    0.00       1
    MH-B       3       1       3      39     305       2       0      15       5    0.00       1
    MH-B       3       1       4      40     349       2       0      17       6    0.00       1
    MH-B       3       1       5      41     304       2       0      15       4    0.00       1
    MH-B       3       1       6      42     325       2       0      16       4    0.00       1
    MH-B       3       1       7      43     303       2       0      15       3    0.00       1
    MH-B       3       1       8      44     348       2       0      17       5    0.00       1
    MH-B       3       1       9      45     231       2       2      12       2    0.00       1
    MH-B       3       1      10      46     281       2       2      14       4    0.00       1
    MH-B       3       1      11      47     280       2       2      14       3    0.00       1
    MH-B       3       1      12      48     256       2       2      13       1    0.00       1
    MH-B       3       1      13      49     258       2       2      13       3    0.00       1
    MH-B       3       1      14      50     279       2       2      14       2    0.00       1
    MH-B       3       1      15      51     230       2       2      12       1    0.00       1
    MH-B       3       1      16      52     257       2       2      13       2    0.00       1
    MH-B       3       1      17      53     229       2       2      12       0    0.00       1
    MH-B       3       1      18  CALIB1     306      -1      -1      15       5    0.00       0
    MH-B       3       1      19      54     233       2       1      12       4    0.00       1
    MH-B       3       1      20      55     284       2       1      14       7    0.00       1
    MH-B       3       1      21      56     232       2       1      12       3    0.00       1
    MH-B       3       1      22      57     259       2       1      13       4    0.00       1
    MH-B       3       1      23      58     260       2       1      13       5    0.00       1
    MH-B       3       1      24      59     282       2       1      14       5    0.00       1
    MH-B       3       1      25      60     283       2       1      14       6    0.00       1
    MH-B       3       1      26      61     261       2       1      13       6    0.00       1
    MH-B       3       1      27      62     234       2       1      12       5    0.00       1
    MH-B       3       1      28      63     183       2       3      10       2    0.00       1
    MH-B       3       1      29      64     205       2       3      11       0    0.00       1
    MH-B       3       1      30      65     206       2       3      11       1    0.00       1
    MH-B       3       1      31      66     181       2       3      10       0    0.00       1
    MH-B       3       1      32      67     209       2       3      11       4    0.00       1
    MH-B       3       1      33      68     182       2       3      10       1    0.00       1
    MH-B       3       1      34      69     184       2       3      10       3    0.00       1
    MH-B       3       1      35      70     208       2       3      11       3    0.00       1
    MH-B       3       1      36      71     207       2       3      11       2    0.00       1
    MH-L       0       0       0       0     263       0       1      13       8    0.00       1
    MH-L       0       0       1       1     260       2       1      13       5    0.00       1
    MH-L       0       0       2       2     262       0       1      13       7    0.00       1
    MH-L       0       0       3       3     261       2       1      13       6    0.00       1
    MH-L       0       0       4       4     285       0       1      14       8    0.00       1
    MH-L       0       0       5       5     284       2       1      14       7    0.00       1
    MH-L       0       0       6       6     283       2       1      14       6    0.00       1
    MH-L       0       0       7       7     282       2       1      14       5    0.00       1
    MH-L       0       0       8       8     259       2       1      13       4    0.00       1
    MH-L       0       0       9       9     229       2       2      12       0    0.00       1
    MH-L       0       0      10      10     258       2       2      13       3    0.00       1
    MH-L       0       0      11      11     230       2       2      12       1    0.00       1
    MH-L       0       0      12      12     256       2       2      13       1    0.00       1
    MH-L       0       0      13      13     280       2       2      14       3    0.00       1
    MH-L       0       0      14      14     257       2       2      13       2    0.00       1
    MH-L       0       0      15      15     279       2       2      14       2    0.00       1
    MH-L       0       0      16      16     231       2       2      12       2    0.00       1
    MH-L       0       0      17      17     281       2       2      14       4    0.00       1
    MH-L       0       0      18  CALIB0     306      -1      -1      15       5    0.00       0
    MH-L       0       0      19      18     327       2       0      16       6    0.00       1
    MH-L       0       0      20      19     325       2       0      16       4    0.00       1
    MH-L       0       0      21      20     305       2       0      15       5    0.00       1
    MH-L       0       0      22      21     303       2       0      15       3    0.00       1
    MH-L       0       0      23      22     350       2       0      17       7    0.00       1
    MH-L       0       0      24      23     348       2       0      17       5    0.00       1
    MH-L       0       0      25      24     326       2       0      16       5    0.00       1
    MH-L       0       0      26      25     304       2       0      15       4    0.00       1
    MH-L       0       0      27      26     349       2       0      17       6    0.00       1
    MH-L       0       0      28      27     369       0       2      18       8    0.00       1
    MH-L       0       0      29      28     368       0       2      18       7    0.00       1
    MH-L       0       0      30      29     367       0       2      18       6    0.00       1
    MH-L       0       0      31      30     388       0       2      19       7    0.00       1
    MH-L       0       0      32      31     407       0       2      20      10    0.00       1
    MH-L       0       0      33      32     405       0       2      20       8    0.00       1
    MH-L       0       0      34      33     406       0       2      20       9    0.00       1
    MH-L       0       0      35      34     389       0       2      19       8    0.00       1
    MH-L       0       0      36      35     390       0       2      19       9    0.00       1
    MH-L       0       1       0      36     392       0       0      19      11    0.00       1
    MH-L       0       1       1      37     427       0       3      21      12    0.00       1
    MH-L       0       1       2      38     443       0       3      22      13    0.00       1
    MH-L       0       1       3      39     371       0       0      18      10    0.00       1
    MH-L       0       1       4      40     391       0       0      19      10    0.00       1
    MH-L       0       1       5      41     408       0       0      20      11    0.00       1
    MH-L       0       1       6      42     370       0       0      18       9    0.00       1
    MH-L       0       1       7      43     409       0       0      20      12    0.00       1
    MH-L       0       1       8      44     372       0       0      18      11    0.00       1
    MH-L       0       1       9      45     328       0       0      16       7    0.00       1
    MH-L       0       1      10      46     330       0       0      16       9    0.00       1
    MH-L       0       1      11      47     353       0       0      17      10    0.00       1
    MH-L       0       1      12      48     352       0       0      17       9    0.00       1
    MH-L       0       1      13      49     351       0       0      17       8    0.00       1
    MH-L       0       1      14      50     329       0       0      16       8    0.00       1
    MH-L       0       1      15      51     307       0       0      15       6    0.00       1
    MH-L       0       1      16      52     309       0       0      15       8    0.00       1
    MH-L       0       1      17      53     308       0       0      15       7    0.00       1
    MH-L       0       1      18  CALIB1     426      -1      -1      21      11    0.00       0
    MH-L       0       1      19      54     457       0       1      23      12    0.00       1
    MH-L       0       1      20      55     440       0       1      22      10    0.00       1
    MH-L       0       1      21      56     441       0       1      22      11    0.00       1
    MH-L       0       1      22      57     456       0       1      23      11    0.00       1
    MH-L       0       1      23      58     423       0       1      21       9    0.00       1
    MH-L       0       1      24      59     424       0       1      21      10    0.00       1
    MH-L       0       1      25      60     458       0       1      23      13    0.00       1
    MH-L       0       1      26      61     425       0       1      21      11    0.00       1
    MH-L       0       1      27      62     442       0       1      22      12    0.00       1
    MH-L       0       1      28      63     310       0       2      15       9    0.00       1
    MH-L       0       1      29      64     286       0       1      14       9    0.00       1
    MH-L       0       1      30      65     331       0       2      16      10    0.00       1
    MH-L       0       1      31      66      -1      -1      -1      -1      -1    0.00      -1
    MH-L       0       1      32      67      -1      -1      -1      -1      -1    0.00      -1
    MH-L       0       1      33      68      -1      -1      -1      -1      -1    0.00      -1
    MH-L       0       1      34      69      -1      -1      -1      -1      -1    0.00      -1
    MH-L       0       1      35      70      -1      -1      -1      -1      -1    0.00      -1
    MH-L       0       1      36      71      -1      -1      -1      -1      -1    0.00      -1
    MH-L       1       0       0       0     234       2       1      12       5    0.00       1
    MH-L       1       0       1       1     208       2       3      11       3    0.00       1
    MH-L       1       0       2       2     233       2       1      12       4    0.00       1
    MH-L       1       0       3       3     232       2       1      12       3    0.00       1
    MH-L       1       0       4       4     209       2       3      11       4    0.00       1
    MH-L       1       0       5       5     186       0       3      10       5    0.00       1
    MH-L       1       0       6       6     185       0       3      10       4    0.00       1
    MH-L       1       0       7       7     210       0       3      11       5    0.00       1
    MH-L       1       0       8       8     184       2       3      10       3    0.00       1
    MH-L       1       0       9       9     237       0       1      12       8    0.00       1
    MH-L       1       0      10      10     211       0       3      11       6    0.00       1
    MH-L       1       0      11      11     235       0       1      12       6    0.00       1
    MH-L       1       0      12      12     236       0       1      12       7    0.00       1
    MH-L       1       0      13      13     187       0       3      10       6    0.00       1
    MH-L       1       0      14      14     188       0       3      10       7    0.00       1
    MH-L       1       0      15      15     143      -1      -1       8       6    0.00       1
    MH-L       1       0      16      16     212       0       3      11       7    0.00       1
    MH-L       1       0      17      17     166      -1      -1       9       6    0.00       1
    MH-L       1       0      18  CALIB0      31      -1      -1       2       2    0.00       0
    MH-L       1       0      19      18     140      -1      -1       8       3    0.00       1
    MH-L       1       0      20      19     141      -1      -1       8       4    0.00       1
    MH-L       1       0      21      20     163      -1      -1       9       3    0.00       1
    MH-L       1       0      22      21     164      -1      -1       9       4    0.00       1
    MH-L       1       0      23      22     142      -1      -1       8       5    0.00       1
    MH-L       1       0      24      23     165      -1      -1       9       5    0.00       1
    MH-L       1       0      25      24     122      -1      -1       7       5    0.00       1
    MH-L       1       0      26      25     120      -1      -1       7       3    0.00       1
    MH-L       1       0      27      26     121      -1      -1       7       4    0.00       1
    MH-L       1       0      28      27     100      -1      -1       6       4    0.00       1
    MH-L       1       0      29      28      83      -1      -1       5       4    0.00       1
    MH-L       1       0      30      29     101      -1      -1       6       5    0.00       1
    MH-L       1       0      31      30      65      -1      -1       4       4    0.00       1
    MH-L       1       0      32      31      99      -1      -1       6       3    0.00       1
    MH-L       1       0      33      32      49      -1      -1       3       3    0.00       1
    MH-L       1       0      34      33      32      -1      -1       2       3    0.00       1
    MH-L       1       0      35      34      64      -1      -1       4       3    0.00       1
    MH-L       1       0      36      35      82      -1      -1       5       3    0.00       1
    MH-L       1       1       0      36     183       2       3      10       2    0.00       1
    MH-L       1       1       1      37     205       2       3      11       0    0.00       1
    MH-L       1       1       2      38     207       2       3      11       2    0.00       1
    MH-L       1       1       3      39     206       2       3      11       1    0.00       1
    MH-L       1       1       4      40     160      -1      -1       9       0    0.00       1
    MH-L       1       1       5      41     162      -1      -1       9       2    0.00       1
    MH-L       1       1       6      42     182       2       3      10       1    0.00       1
    MH-L       1       1       7      43     161      -1      -1       9       1    0.00       1
    MH-L       1       1       8      44     181       2       3      10       0    0.00       1
    MH-L       1       1       9      45     118      -1      -1       7       1    0.00       1
    MH-L       1       1      10      46     138      -1      -1       8       2    0.00       1
    MH-L       1       1      11      47     137      -1      -1       8       1    0.00       1
    MH-L       1       1      12      48     136      -1      -1       8       0    0.00       1
    MH-L       1       1      13      49      96      -1      -1       6       0    0.00       1
    MH-L       1       1      14      50     117      -1      -1       7       0    0.00       1
    MH-L       1       1      15      51      97      -1      -1       6       1    0.00       1
    MH-L       1       1      16      52     119      -1      -1       7       2    0.00       1
    MH-L       1       1      17      53      98      -1      -1       6       2    0.00       1
    MH-L       1       1      18  CALIB1     139      -1      -1       8       2    0.00       0
    MH-L       1       1      19      54      46      -1      -1       3       0    0.00       1
    MH-L       1       1      20      55      61      -1      -1       4       0    0.00       1
    MH-L       1       1      21      56      47      -1      -1       3       1    0.00       1
    MH-L       1       1      22      57      62      -1      -1       4       1    0.00       1
    MH-L       1       1      23      58      80      -1      -1       5       1    0.00       1
    MH-L       1       1      24      59      48      -1      -1       3       2    0.00       1
    MH-L       1       1      25      60      79      -1      -1       5       0    0.00       1
    MH-L       1       1      26      61      81      -1      -1       5       2    0.00       1
    MH-L       1       1      27      62      63      -1      -1       4       2    0.00       1
    MH-L       1       1      28      63       2      -1      -1       0       1    0.00       1
    MH-L       1       1      29      64      28      -1      -1       2       0    0.00       1
    MH-L       1       1      30      65      15      -1      -1       1       0    0.00       1
    MH-L       1       1      31      66      16      -1      -1       1       1    0.00       1
    MH-L       1       1      32      67      29      -1      -1       2       1    0.00       1
    MH-L       1       1      33      68       1      -1      -1       0       0    0.00       1
    MH-L       1       1      34      69      30      -1      -1       2       2    0.00       1
    MH-L       1       1      35      70       3      -1      -1       0       2    0.00       1
    MH-L       1       1      36      71      17      -1      -1       1       2    0.00       1
